arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,AB,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.06271965396053, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 732.6653149499865}, ""elapsed_seconds"": 120.09591781100607, ""error_count"": 0, ""p50_latency_ms"": 1.7111990018747747, ""p95_latency_ms"": 128.8212706858758, ""p99_latency_ms"": 153.71726437995676, ""successful_operations"": 3699, ""throughput_successful_ops_per_second"": 30.80038079080327, ""timeout_count"": 0}",commercebench-r28b-publication-b3_deterministic_with_gate-cand-02,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,AB,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0025917673273133, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 606.0343848950392}, ""elapsed_seconds"": 120.00044586899457, ""error_count"": 0, ""p50_latency_ms"": 1.1588844936341047, ""p95_latency_ms"": 2.6263360516168186, ""p99_latency_ms"": 3.6238868467626135, ""successful_operations"": 85270, ""throughput_successful_ops_per_second"": 710.5806931175066, ""timeout_count"": 0}",commercebench-r28b-publication-b3_deterministic_with_gate-cand-02,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
