arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0624493106244932, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 735.3573938902406}, ""elapsed_seconds"": 120.08773210499203, ""error_count"": 0, ""p50_latency_ms"": 1.7460260132793337, ""p95_latency_ms"": 128.60922708932773, ""p99_latency_ms"": 152.5675966707058, ""successful_operations"": 3699, ""throughput_successful_ops_per_second"": 30.802480279717376, ""timeout_count"": 0}",commercebench-r28b-publication-b3_deterministic_with_gate-aa-10,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0592692828146144, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 731.0010825439783}, ""elapsed_seconds"": 120.0883068840194, ""error_count"": 0, ""p50_latency_ms"": 1.7364060040563345, ""p95_latency_ms"": 128.83535690489225, ""p99_latency_ms"": 155.18358332046773, ""successful_operations"": 3695, ""throughput_successful_ops_per_second"": 30.769024028031385, ""timeout_count"": 0}",commercebench-r28b-publication-b3_deterministic_with_gate-aa-10,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
