arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0641310383120488, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 738.7029428095502}, ""elapsed_seconds"": 120.10306483399472, ""error_count"": 0, ""p50_latency_ms"": 1.803801002097316, ""p95_latency_ms"": 134.11738905560924, ""p99_latency_ms"": 158.2962685267557, ""successful_operations"": 3602, ""throughput_successful_ops_per_second"": 29.990908266817744, ""timeout_count"": 0}",commercebench-r28b-publication-b0_native-aa-09,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.061529933481153, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 736.8378603104213}, ""elapsed_seconds"": 120.10469611699227, ""error_count"": 0, ""p50_latency_ms"": 1.8586674996186048, ""p95_latency_ms"": 132.2451605068636, ""p99_latency_ms"": 152.52338057383892, ""successful_operations"": 3608, ""throughput_successful_ops_per_second"": 30.040457339698847, ""timeout_count"": 0}",commercebench-r28b-publication-b0_native-aa-09,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
