arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,AB,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0645436451521182, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 737.5589991470002}, ""elapsed_seconds"": 120.10936588197364, ""error_count"": 0, ""p50_latency_ms"": 1.796113996533677, ""p95_latency_ms"": 136.4090840157587, ""p99_latency_ms"": 169.03581940918244, ""successful_operations"": 3517, ""throughput_successful_ops_per_second"": 29.28164655748833, ""timeout_count"": 0}",commercebench-r28b-publication-b1_deterministic_no_gate-cand-02,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,AB,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0026406880062806, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 606.1101714068205}, ""elapsed_seconds"": 120.00156894800602, ""error_count"": 0, ""p50_latency_ms"": 1.1782489891629666, ""p95_latency_ms"": 2.6308456028346017, ""p99_latency_ms"": 3.5699562367517514, ""successful_operations"": 84069, ""throughput_successful_ops_per_second"": 700.5658404051801, ""timeout_count"": 0}",commercebench-r28b-publication-b1_deterministic_no_gate-cand-02,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
