arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,AB,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0652959155320922, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 738.878855237566}, ""elapsed_seconds"": 120.0605691660021, ""error_count"": 0, ""p50_latency_ms"": 1.748209004290402, ""p95_latency_ms"": 135.17749090387952, ""p99_latency_ms"": 155.79457766667474, ""successful_operations"": 3599, ""throughput_successful_ops_per_second"": 29.976536218346858, ""timeout_count"": 0}",commercebench-r28b-publication-b5_full_with_experience-aa-04,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,AB,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.062846068660022, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 738.7732558139535}, ""elapsed_seconds"": 120.11988778901286, ""error_count"": 0, ""p50_latency_ms"": 1.7333224968751892, ""p95_latency_ms"": 131.43688035779633, ""p99_latency_ms"": 152.95008346758544, ""successful_operations"": 3612, ""throughput_successful_ops_per_second"": 30.069958160004063, ""timeout_count"": 0}",commercebench-r28b-publication-b5_full_with_experience-aa-04,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
