arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0613016473129895, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 735.2600594112881}, ""elapsed_seconds"": 120.05983636601013, ""error_count"": 0, ""p50_latency_ms"": 1.7335310112684965, ""p95_latency_ms"": 128.60375990567263, ""p99_latency_ms"": 148.1928649370093, ""successful_operations"": 3703, ""throughput_successful_ops_per_second"": 30.842953914339567, ""timeout_count"": 0}",commercebench-r28b-publication-b3_deterministic_with_gate-aa-04,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0616883116883118, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 730.9780844155844}, ""elapsed_seconds"": 120.08321305899881, ""error_count"": 0, ""p50_latency_ms"": 1.7486524884589016, ""p95_latency_ms"": 129.36980875383597, ""p99_latency_ms"": 152.826958107471, ""successful_operations"": 3696, ""throughput_successful_ops_per_second"": 30.778656781810927, ""timeout_count"": 0}",commercebench-r28b-publication-b3_deterministic_with_gate-aa-04,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
