arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0631929046563193, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 736.3447893569845}, ""elapsed_seconds"": 120.05573704099515, ""error_count"": 0, ""p50_latency_ms"": 1.737382001010701, ""p95_latency_ms"": 132.35897301201476, ""p99_latency_ms"": 155.45302725047804, ""successful_operations"": 3608, ""throughput_successful_ops_per_second"": 30.05270792488646, ""timeout_count"": 0}",commercebench-r28b-publication-b1_deterministic_no_gate-aa-10,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0624652970571904, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 738.4805663520267}, ""elapsed_seconds"": 120.12981893398683, ""error_count"": 0, ""p50_latency_ms"": 1.7404715035809204, ""p95_latency_ms"": 134.05472614249445, ""p99_latency_ms"": 158.92429847677678, ""successful_operations"": 3602, ""throughput_successful_ops_per_second"": 29.98422899462917, ""timeout_count"": 0}",commercebench-r28b-publication-b1_deterministic_no_gate-aa-10,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
