arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,AB,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0632630410654829, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 734.4112097669256}, ""elapsed_seconds"": 120.0207047079748, ""error_count"": 0, ""p50_latency_ms"": 1.8125325004803017, ""p95_latency_ms"": 133.48398711677874, ""p99_latency_ms"": 161.60401414643266, ""successful_operations"": 3604, ""throughput_successful_ops_per_second"": 30.02815229896356, ""timeout_count"": 0}",commercebench-r28b-publication-b1_deterministic_no_gate-cand-10,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,AB,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.002613992548347, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 606.0621089360695}, ""elapsed_seconds"": 120.0009025420004, ""error_count"": 0, ""p50_latency_ms"": 1.1713669809978455, ""p95_latency_ms"": 2.6177885825745766, ""p99_latency_ms"": 3.6631196015514425, ""successful_operations"": 84545, ""throughput_successful_ops_per_second"": 704.5363677194777, ""timeout_count"": 0}",commercebench-r28b-publication-b1_deterministic_no_gate-cand-10,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
