arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.061808367071525, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 730.9962213225372}, ""elapsed_seconds"": 120.05577074800385, ""error_count"": 0, ""p50_latency_ms"": 1.703963993350044, ""p95_latency_ms"": 127.32945799943991, ""p99_latency_ms"": 147.48517386615276, ""successful_operations"": 3705, ""throughput_successful_ops_per_second"": 30.860657317146103, ""timeout_count"": 0}",commercebench-r28b-publication-b3_deterministic_with_gate-aa-11,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0592212006489994, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 730.9321254732288}, ""elapsed_seconds"": 120.03006895098952, ""error_count"": 0, ""p50_latency_ms"": 1.7565125017426908, ""p95_latency_ms"": 128.46795681252843, ""p99_latency_ms"": 152.86518315784642, ""successful_operations"": 3698, ""throughput_successful_ops_per_second"": 30.808946727423454, ""timeout_count"": 0}",commercebench-r28b-publication-b3_deterministic_with_gate-aa-11,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
