arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0618892508143323, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 731.4877850162867}, ""elapsed_seconds"": 120.03949878597632, ""error_count"": 0, ""p50_latency_ms"": 1.7903459956869483, ""p95_latency_ms"": 131.91857430938398, ""p99_latency_ms"": 156.04268565308303, ""successful_operations"": 3684, ""throughput_successful_ops_per_second"": 30.689898218988443, ""timeout_count"": 0}",commercebench-r28b-publication-b5_full_with_experience-cand-03,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0027381378196036, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 606.3269977922222}, ""elapsed_seconds"": 120.0009217740153, ""error_count"": 0, ""p50_latency_ms"": 1.2148660025559366, ""p95_latency_ms"": 2.7307922078762203, ""p99_latency_ms"": 3.804281883640217, ""successful_operations"": 81077, ""throughput_successful_ops_per_second"": 675.6364767987658, ""timeout_count"": 0}",commercebench-r28b-publication-b5_full_with_experience-cand-03,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
