arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0638356924784902, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 738.7807382736609}, ""elapsed_seconds"": 120.04064683700562, ""error_count"": 0, ""p50_latency_ms"": 1.7130190099123865, ""p95_latency_ms"": 135.95607528404798, ""p99_latency_ms"": 155.73156162339728, ""successful_operations"": 3603, ""throughput_successful_ops_per_second"": 30.01483326637059, ""timeout_count"": 0}",commercebench-r28b-publication-b1_deterministic_no_gate-cand-12,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0026627325393114, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 606.1583246374726}, ""elapsed_seconds"": 120.00061188801192, ""error_count"": 0, ""p50_latency_ms"": 1.1699940077960491, ""p95_latency_ms"": 2.688150992617011, ""p99_latency_ms"": 3.8932555192150162, ""successful_operations"": 83373, ""throughput_successful_ops_per_second"": 694.771457313952, ""timeout_count"": 0}",commercebench-r28b-publication-b1_deterministic_no_gate-cand-12,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
