arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,AB,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0593335139528584, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 731.0980764020591}, ""elapsed_seconds"": 120.07099118697806, ""error_count"": 0, ""p50_latency_ms"": 1.7469349841121584, ""p95_latency_ms"": 134.32694898801856, ""p99_latency_ms"": 156.70004730345678, ""successful_operations"": 3691, ""throughput_successful_ops_per_second"": 30.74014767024174, ""timeout_count"": 0}",commercebench-r28b-publication-b5_full_with_experience-cand-13,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,AB,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0027361278318923, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 606.2455583524862}, ""elapsed_seconds"": 120.00118618900888, ""error_count"": 0, ""p50_latency_ms"": 1.1967470054514706, ""p95_latency_ms"": 2.7014864084776486, ""p99_latency_ms"": 3.7789131363387995, ""successful_operations"": 82233, ""throughput_successful_ops_per_second"": 685.2682261863497, ""timeout_count"": 0}",commercebench-r28b-publication-b5_full_with_experience-cand-13,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
