arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,AB,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0623044096728307, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 737.9436699857753}, ""elapsed_seconds"": 120.0793681209907, ""error_count"": 0, ""p50_latency_ms"": 1.7947140149772167, ""p95_latency_ms"": 139.9774165067356, ""p99_latency_ms"": 165.04158988187558, ""successful_operations"": 3515, ""throughput_successful_ops_per_second"": 29.272305934007942, ""timeout_count"": 0}",commercebench-r28b-publication-b0_native-aa-08,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,AB,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.063871146903638, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 734.7161899472369}, ""elapsed_seconds"": 120.02192344001378, ""error_count"": 0, ""p50_latency_ms"": 1.8611430132295936, ""p95_latency_ms"": 133.254617016064, ""p99_latency_ms"": 156.81043901713565, ""successful_operations"": 3601, ""throughput_successful_ops_per_second"": 30.002851952291515, ""timeout_count"": 0}",commercebench-r28b-publication-b0_native-aa-08,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
