arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0603448275862069, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 730.6077586206897}, ""elapsed_seconds"": 120.09091123301187, ""error_count"": 0, ""p50_latency_ms"": 1.7872394964797422, ""p95_latency_ms"": 128.75959755037906, ""p99_latency_ms"": 153.3339412920757, ""successful_operations"": 3712, ""throughput_successful_ops_per_second"": 30.909916178399403, ""timeout_count"": 0}",commercebench-r28b-publication-b3_deterministic_with_gate-cand-08,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0026597975199185, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 606.1430180315102}, ""elapsed_seconds"": 120.00044569198508, ""error_count"": 0, ""p50_latency_ms"": 1.1791109864134341, ""p95_latency_ms"": 2.6842060033231983, ""p99_latency_ms"": 3.730540602700785, ""successful_operations"": 83465, ""throughput_successful_ops_per_second"": 695.5390833650437, ""timeout_count"": 0}",commercebench-r28b-publication-b3_deterministic_with_gate-cand-08,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
