arm,arm_order,dataset_fingerprint,environment,generator_version,initial_dataset_fingerprint,measurement,pair_id,reset_fingerprint,reset_implementation,seed
baseline,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0617283950617284, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 736.091189674523}, ""elapsed_seconds"": 120.00202104198979, ""error_count"": 0, ""p50_latency_ms"": 1.8439245031913742, ""p95_latency_ms"": 135.2000642844359, ""p99_latency_ms"": 158.30252325307808, ""successful_operations"": 3564, ""throughput_successful_ops_per_second"": 29.699499800531893, ""timeout_count"": 0}",commercebench-r28b-publication-b5_full_with_experience-aa-05,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
candidate,BA,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""mongodb_version"": ""8.0.29"", ""replica_set"": ""rs-evaluation""}",2,9f103bccb584a7152a3f2ad476a25c3aab784b0559c017f978726c0ab0b8dba2,"{""counter_deltas"": {""cpu_utilization"": 0.0, ""disk_io_bytes_per_op"": 1.0633509308141151, ""disk_utilization"": 0.0, ""memory_utilization"": 0.0, ""network_bytes_per_op"": 734.5382050569602}, ""elapsed_seconds"": 120.09925957897212, ""error_count"": 0, ""p50_latency_ms"": 1.7980760021600872, ""p95_latency_ms"": 133.12659679795613, ""p99_latency_ms"": 159.00705382868182, ""successful_operations"": 3599, ""throughput_successful_ops_per_second"": 29.96687916825542, ""timeout_count"": 0}",commercebench-r28b-publication-b5_full_with_experience-aa-05,bc6203b934eb6fd27e73ead89894f65d4a3c45cf99d8774a05f65b27d0d2120f,delta,42
